"id","accession_no","seed_id","type","gb_user_id","gv_weight","gv_packet","mr_weight","mr_packet","r_weight","r_packet","b_location_1","b_location_2","us_weight","us_packet","us_location","d_weight","d_packet","d_location_1","d_location_2","c_weight","c_packet","c_location","packing_date","transfer_date"
"156","BTNL156","435","passport","1","30","1","40","1","47","1","B1R2C8",,"90","2","A1T5C3","30","2","D1T3C1",,"30","1","B1R1C7","07-Apr-07","07-Apr-07"
"157","BTNL157","196","passport","1","60","1","60","1","140","1","B1R2C8",,"320","2","A1T5C3","60","2","D1T3C1",,"60","1","B1R1C7","07-Apr-05","07-Apr-05"
"158","BTNC158","1213","passport","1","90","1","90","1","189","1","B1R2C8",,"360","2","A1T6C1","90","2","D1T3C1",,"90","1","B1R1C7","07-Apr-05","07-Apr-05"
"159","BTNL159","727","passport","1","60","1","60","1","40","1","B1R2C8",,"320","2","A1T6C1","69","2","D1T3C1",,"60","1","B1R1C7","07-Apr-05","07-Apr-05"
"160","BTNC160","6","passport","1","90","1","180","1","240","1","B1R2C8",,"360","2","A1T6C1","90","2","D1T3C1",,"90","1","B1R1C7","07-Apr-05","07-Apr-05"
"161","BTNC161","491","passport","1","40","1","40","1","31","1","B1R2C8",,"190","2","A1T6C1","40","2","D1T3C1",,"30","1","B1R1C7","07-Apr-05","07-Apr-05"
"162","BTNC162","1209","passport","1","70","1","70","1","66","1","B1R2C9",,"320","2","A1T6C1","70","2","D1T3C1",,"40","1","B1R1C7","07-Apr-05","07-Apr-05"
"163","BTNC163","1074","passport","1","90","1","90","1","187","1","B1R2C9",,"360","2","A1T6C1","90","2","D1T3C1",,"90","1","B1R1C7","07-May-05","07-May-05"
"164","BTNC164","1172","passport","1","90","1","90","1","263","1","B1R2C9",,"946","2","A1T6C1","90","2","D1T3C1",,"80","1","B1R1C7","07-May-05","07-May-05"
"165","BTNC165","1233","passport","1","40","1","40","1","20","1","B1R2C9",,"200","2","A1T6C1","40","2","D1T3C1",,"10","1","B1R1C7","07-May-05","07-May-05"
"166","BTNC166","1024","passport","1","80","1","80","1","111","1","B1R2C9",,"200","2","A1T6C1","80","2","D1T3C1",,"80","1","B1R1C7","07-May-05","07-May-05"
"167","BTNC167","1250","passport","1","80","1","80","1","171","1","B1R2C9",,"200","2","A1T6C1","80","2","D1T3C2",,"50","1","B1R1C7","07-May-05","07-May-05"
"168","BTNC168","976","passport","1","90","1","90","1","182","1","B1R2C9",,"360","2","A1T6C2","90","2","D1T3C2",,"60","1","B1R1C7","07-May-05","07-May-05"
"169","BTNC169","992","passport","1","70","1","80","1","95","1","B1R2C9",,"360","2","A1T6C2","70","2","D1T3C2",,"50","1","B1R1C7","07-May-05","07-May-05"
"170","BTNC170","1060","passport","1","40","1","40","1","50","1","B1R2C9",,"130","2","A1T6C2","40","2","D1T3C2",,"40","1","B1R1C7","07-May-05","07-May-05"
"171","BTNC171","763","passport","1","90","1","90","1","199","1","B1R3C1",,"360","2","A1T6C2","90","2","D1T3C2",,"60","1","B1R1C7","07-May-05","07-May-05"
"172","BTNC172","878","passport","1","80","1","80","1","191","1","B1R3C1",,"320","2","A1T6C2","80","2","D1T3C2",,"50","1","B1R1C7","07-May-05","07-May-05"
"173","BTNC173","1220","passport","1","70","1","70","1","182","1","B1R3C1",,"280","2","A1T6C2","70","2","D1T3C2",,"40","1","B1R1C8","07-May-05","07-May-05"
"174","BTNC174","1194","passport","1","60","1","60","1","93","1","B1R3C1",,"240","2","A1T6C2","60","2","D1T3C2",,"30","1","B1R1C8","07-Dec-05","07-Dec-05"
"175","BTNC175","986","passport","1","90","1","90","1","171","1","B1R3C1",,"450","2","A1T6C2","90","2","D1T3C2",,"60","1","B1R1C8","07-Dec-05","07-Dec-05"
"176","BTNC176","642","passport","1","90","1","90","1","130","1","B1R3C1",,"360","2","A1T6C2","90","2","D1T3C2",,"85","1","B1R1C8","07-Dec-05","07-Dec-05"
"177","BTNC177","1175","passport","1","70","1","70","1","37","1","B1R3C1",,"320","2","A1T6C3","70","2","D1T3C2",,"70","1","B1R1C8","07-Dec-05","07-Dec-05"
"178","BTNC178","362","passport","1","40","1","40","1","110","1","B1R3C1",,"200","2","A1T6C3","40","2","D1T3C2",,"10","1","B1R1C8","13-Jul-05","13-Jul-05"
"179","BTNC179","1083","passport","1","90","1","90","1","136","1","B1R3C1",,"360","2","A1T6C3","90","2","D1T3C2",,"90","1","B1R1C8","13-Jul-05","13-Jul-05"
"180","BTNC180","1212","passport","1","90","1","90","1","104","1","B1R3C1",,"360","2","A1T6C3","90","2","D1T3C2",,"60","1","B1R1C8","13-Jul-05","13-Jul-05"
"181","BTNC181","166","passport","1","20","1","20","1","53","1","B1R3C2",,"80","2","A1T6C3","40","2","D1T3C2",,"-10","1","B1R1C8","13-Jul-05","13-Jul-05"
"182","BTNC182","971","passport","1","90","1","90","1","267","1","B1R3C2",,"574","2","A1T6C3","90","2","D1T3C2",,"80","1","B1R1C8","13-Jul-05","13-Jul-05"
"183","BTNC183","849","passport","1","60","1","60","1","99","1","B1R3C2",,"352","2","A1T6C3","90","2","D1T3C2",,"50","1","B1R1C8","13-Jul-05","13-Jul-05"
"184","BTNC184","1186","passport","1","60","1","60","1","35","1","B1R3C2",,"220","2","A1T6C3","60","2","D1T3C2",,"60","1","B1R1C8","13-Jul-05","13-Jul-05"
"185","BTNC185","281","passport","1","50","1","50","1","40","1","B1R3C2",,"200","2","A1T7C1","50","2","D1T3C2",,"30","1","B1R1C8","13-Jul-05","13-Jul-05"
"186","BTNL186","498","passport","1","40","1","40","1","72","1","B1R3C2",,"120","2","A1T7C1","80","2","D1T3C2",,"40","1","B1R1C8","13-Jul-05","13-Jul-05"
"187","BTNL187","207","passport","1","30","1","30","1","45","1","B1R3C2",,"160","2","A1T7C1","30","2","D1T3C2",,"30","1","B1R1C8","13-Jul-05","13-Jul-05"
"188","BTNL188","192","passport","1","30","1","30","1","9","1","B1R3C2",,"120","2","A1T7C1","40","2","D1T3C3",,"20","1","B1R1C8","13-Jul-05","13-Jul-05"
"189","BTNC189","664","passport","1","15","1","15","1","66","1","B1R3C2",,"60","2","A1T7C1","30","2","D1T3C3",,"15","1","B1R1C8","13-Jul-05","13-Jul-05"
"190","BTNL190","1139","passport","1","50","1","50","1","33","1","B1R3C2",,"240","2","A1T7C1","100","2","D1T3C3",,"50","1","B1R1C8","13-Jul-05","13-Jul-05"
"191","BTNO191","337","passport","1","30","1","30","1","20","1","B1R3C2",,"200","2","A1T7C1","60","2","D1T3C3",,"30","1","B1R1C8","13-Jul-05","13-Jul-05"
"192","BTNC192","760","passport","1","90","1","90","1","259","1","B1R3C2",,"450","2","A1T7C1","90","2","D1T3C3",,"60","1","B1R1C8","19-Jul-05","19-Jul-05"
"193","BTNC193","413","passport","1","40","1","40","1","40","1","B1R3C2",,"134","2","A1T7C1","80","2","D1T3C3",,"40","1","B1R1C8","19-Jul-05","19-Jul-05"
"194","BTNC194","118","passport","1","30","1","30","1","27","1","B1R3C2",,"120","2","A1T7C1","30","2","D1T3C3",,"30","1","B1R1C8","19-Jul-05","19-Jul-05"
"195","BTNC195","979","passport","1","90","1","90","1","292","1","B1R3C3",,"540","2","A1T7C1","90","2","D1T3C3",,"65","1","B1R1C8","19-Jul-05","19-Jul-05"
"196","BTNC196","222","passport","1","50","1","50","1","112","1","B1R1C3",,"200","2","A2T1C1","50","2","D1T3C3",,"30","1","B1R1C8","19-Jul-05","19-Jul-05"
"197","BTNL197","620","passport","1","40","1","40","1","75","1","B1R3C3",,"160","2","A2T1C1","40","2","D1T3C3",,"40","1","B1R1C8","19-Jul-05","19-Jul-05"
"198","BTNC198","755","passport","1","80","1","80","1","165","1","B1R3C3",,"320","2","A2T2C1","80","2","D1T3C3",,"50","1","B1R1C8","21-Jul-05","21-Jul-05"
"199","BTNC199","764","passport","1","90","1","90","1","276","1","B1R3C3",,"630","2","A2T1C1","90","2","D1T3C3",,"60","1","B1R1C8","21-Jul-05","21-Jul-05"
"200","BTNC200","756","passport","1","50","1","50","1","90","11","B1R3C3",,"200","2","A2T1C1","50","2","D1T3C3",,"50","1","B1R1C8","21-Jul-05","21-Jul-05"
"201","BTNC201","1242","passport","1","40","1","40","1","122","1","B1R3C3",,"200","2","A2T1C1","40","2","D1T3C3",,"40","1","B1R1C8","21-Jul-05","21-Jul-05"
"202","BTNC202","1071","passport","1","50","1","50","1","191","1","B1R3C3",,"100","2","A2T1C1","50","2","D1T3C3",,"40","1","B1R1C8","21-Jul-05","21-Jul-05"
"203","BTNC203","1096","passport","1","30","1","30","1","58","1","B1R3C3",,"200","2","A2T1C2","30","2","D1T3C3",,"40","1","B1R2C1","21-Jul-05","21-Jul-05"
"204","BTNC204","1127","passport","1","40","1","40","1","42","1","B1R3C3",,"2","2","200","40","2","D1T3C3",,"40","1","B1R2C1","21-Jul-05","21-Jul-05"
"205","BTNC205","762","passport","1","90","1","90","1","280","1","B1R3C3",,"540","2","A2T1C2","90","2","D1T3C3",,"60","1","B1R2C1","21-Jul-05","21-Jul-05"
"206","BTNC206","334","passport","1","90","1","90","1","199","1","B1R3C4",,"540","2","A2T1C2","90","2","D1T3C3",,"60","1","B1R2C1","22-Jul-05","22-Jul-05"
"207","BTNC207","833","passport","1","80","1","80","1","43","1","B1R3C4",,"320","2","A2T1C2","80","2","D1T3C3",,"50","1","B1R2C1","22-Jul-05","22-Jul-05"
"208","BTNC208","408","passport","1","20","1","20","1","55","1","B1R3C4",,"80","2","A2T1C2","20","2","D1T3C3",,"-10","1","B1R2C1","22-Jul-05","22-Jul-05"
"209","BTNC209","492","passport","1","20","1","10","1","49","1","B1R3C4",,"111","2","A2T1C2","20","2","D1T3C3",,"20","1","B1R2C1","22-Jul-05","22-Jul-05"
"210","BTNC210","311","passport","1","20","1","20","1","105","1","B1R3C4",,"120","2","A2T1C3","40","2","D1T3C3",,"20","1","B1R2C1","22-Jul-05","22-Jul-05"
"211","BTNC211","165","passport","1","20","1","20","1","108","1","B1R3C4",,"50","2","A2T1C3","40","2","D1T4C1",,"20","1","B1R2C1","22-Jul-05","22-Jul-05"
"212","BTNO212","249","passport","1","20","1","20","1","40","1","B1R3C4",,"80","2","A2T1C3","40","2","D1T4C1",,"20","1","B1R2C1","22-Jul-05","22-Jul-05"
"213","BTNO213","1092","passport","1","50","1","50","1","16","1","B1R3C4",,"240","2","A2T1C3","50","2","D1T4C1",,"50","1","B1R2C1","22-Jul-05","22-Jul-05"
"214","BTNC214","1106","passport","1","40","1","40","1","40","1","B1R3C4",,"160","2","A2T1C3","40","2","D1T4C1",,"40","1","B1R2C1","22-Jul-05","22-Jul-05"
"215","BTNL215","499","passport","1","15","1","15","1","100","1","B1R3C4",,"60","2","A2T1C3","30","2","D1T4C1",,"15","1","B1R2C1","22-Jul-05","22-Jul-05"
"216","BTNC216","1238","passport","1","90","1","90","1","1188","1","B1R3C4",,"450","2","A2T1C3","90","2","D1T4C1",,"60","1","B1R2C1","27-Jul-05","27-Jul-05"
"217","BTNC217","969","passport","1","80","1","80","1","109","1","B1R3C42",,"320","2","A2T1C3","80","2","D1T4C1",,"50","1","B1R2C1","27-Jul-05","27-Jul-05"
"218","BTNC218","1231","passport","1","90","1","90","1","251","1","B1R3C4",,"540","2","A2T2C1","90","2","D1T4C1",,"60","1","B1R2C1","27-Jul-05","27-Jul-05"
"219","BTNC219","1240","passport","1","70","1","70","1","25","1","B1R3C4",,"320","2","A2T2C1","70","2","D1T4C1",,"40","1","B1R2C1","27-Jul-05","27-Jul-05"
"220","BTNC220","1224","passport","1","90","1","90","1","237","1","B1R3C5",,"450","22","A2T2C1","90","2","D1T4C1",,"60","1","B1R2C1","27-Jul-05","27-Jul-05"
"221","BTNC221","1201","passport","1","60","1","60","1","138","1","B1R3C5",,"240","2","A2T2C1","60","2","D1T4C1",,"30","1","B1R2C1","22-Jul-05","22-Jul-05"
"222","BTNC222","1150","passport","1","70","1","70","1","142","1","B1R3C5",,"320","2","A2T2C1","70","2","D1T4C1",,"70","1","B1R2C1","27-Jul-05","27-Jul-05"
"223","BTNC223","1264","passport","1","30","1","30","1","54","1","B1R3C5",,"110","2","A2T1C1","60","2","D1T4C1",,"10","1","B1R2C1","27-Jul-05","27-Jul-05"
"224","BTNC224","931","passport","1","50","1","50","1","191","1","B1R3C5",,"420","2","A2T2C1","100","2","D1T4C1",,"50","1","B1R2C1","27-Jul-08","27-Jul-08"
"225","BTNC225","938","passport","1","40","1","40","1","166","1","B1R3C5",,"220","2","A2T2C1","80","2","D1T4C1",,"30","1","B1R2C1","27-Jul-05","27-Jul-05"
"226","BTNC226","167","passport","1","20","1","20","1","65","1","B1R3C5",,"80","2","A2T2C1","40","2","D1T4C1",,"20","1","B1R2C1","27-Jul-05","27-Jul-05"
"227","BTNL227","1079","passport","1","40","1","40","1","75","1","B1R3C5",,"160","2","A2T2C2","40","2","D1T4C1",,"40","1","B1R2C1","27-Jul-05","27-Jul-05"
"228","BTNL228","1081","passport","1","40","1","40","1","109","1","B1R3C5",,"120","2","A2T2C2","80","2","D1T4C1",,"40","1","B1R2C1","27-Jul-05","27-Jul-05"
"229","BTNO229","470","passport","1","30","1","30","1","25","1","B1R3C5",,"160","2","A2T2C2","60","2","D1T4C1",,"30","1","B1R2C1","27-Jul-05","27-Jul-05"
"230","BTNO230","441","passport","1","60","1","60","1","65","1","B1R3C5",,"240","2","A2T2C2","60","2","D1T4C1",,"60","1","B1R2C1","27-Jul-05","27-Jul-05"
"231","BTNC231","1164","passport","1","90","1","90","1","277","1","B1R3C5",,"450","2","A2T2C2","90","2","D1T4C1",,"60","1","B1R2C1","27-Jul-05","27-Jul-05"
"232","BTNC232","857","passport","1","90","1","90","1","239","1","B1R3C6",,"450","2","A2T2C2","90","2","D1T4C1",,"30","1","B1R2C1","29-Jul-05","29-Jul-05"
"233","BTNC233","1282","passport","1","90","1","90","1","208","1","B1R3C6",,"450","2","A2T2C2","90","2","D1T4C2",,"60","1","B1R2C2","28-Jul-05","28-Jul-05"
"234","BTNC234","113","passport","1","90","1","90","1","81","1","B1R3C6",,"450","2","A2T2C3","90","2","D1T4C2",,"60","1","B1R2C2","29-Jul-05","29-Jul-05"
"235","BTNC235","683","passport","1","80","1","80","1","114","1","B1R3C6",,"450","2","A2T2C3","160","2","D1T4C2",,"50","1","B1R2C2","29-Jul-05","29-Jul-05"
"236","BTNC236","434","passport","1","70","1","70","1","76","1","B1R3C6",,"450","2","A2T2C3","70","2","D1T4C2",,"70","1","B1R2C2","29-Jul-05","29-Jul-05"
"237","BTNC237","1273","passport","1","70","1","170","1","182","1","B1R3C6",,"400","2","A2T2C3","70","2","D1T4C2",,"40","1","B1R2C2","29-Jul-05","29-Jul-05"
"238","BTNC238","296","passport","1","50","1","50","1","169","1","B1R3C6",,"200","2","A2T2C3","100","2","D1T4C2",,"20","1","B1R2C2","29-Jul-05","29-Jul-05"
"239","BTNC239","315","passport","1","30","1","30","1","83","1","B1R3C6",,"200","2","A2T2C3","60","2","D1T4C2",,"0","1","B1R2C2","29-Jul-05","29-Jul-05"
"240","BTNC240","263","passport","1","40","1","40","1","79","1","B1R3C6",,"120","2","A2T2C3","40","2","D1T4C2",,"10","1","A2T2C3","29-Jul-05","29-Jul-05"
"241","BTNC241","1230","passport","1","90","1","90","1","109","1","B1R3C6",,"427","2","A2T3C1","90","2","D1T4C2",,"90","1","B1R2C2","21-Jun-05","21-Jun-05"
"242","BTNC242","1117","passport","1","40","1","40","1","62","1","B1R3C7",,"160","2","A2T3C1","80","2","D1T4C2",,"40","1","B1R2C2","29-Jul-05","29-Jul-05"
"243","BTNC243","1130","passport","1","30","1","30","1","84","1","B1R3C7",,"120","2","A2T3C1","30","2","D1T4C2",,"30","1","B1R2C2","29-Jul-05","29-Jul-05"
"244","BTNC244","826","passport","1","40","1","40","1","82","1","B1R3C7",,"160","2","A2T3C1","40","2","D1T4C2",,"40","1","B1R2C2","29-Jul-05","29-Jul-05"
"245","BTNC245","1249","passport","1","90","1","90","1","187","1","B1R3C7",,"450","2","A2T3C1","180","2","D1T4C2",,"60","1","B1R2C2","08-Feb-05","08-Feb-05"
"246","BTNC246","1193","passport","1","90","1","90","1","281","1","B1R3C7",,"540","2","A2T3C1","180","2","D1T4C2",,"50","1","B1R2C2","08-Feb-05","08-Feb-05"
"247","BTNC247","978","passport","1","90","1","90","1","312","1","B1R3C7",,"450","2","A2T3C2","180","2","D1T4C2",,"60","1","B1R2C2","08-Feb-05","08-Feb-05"
"248","BTNC248","1229","passport","1","90","1","90","1","320","1","B1R3C7",,"450","2","A2T3C2","180","2","D1T4C2",,"60","1","B1R2C2","08-Feb-05","08-Feb-05"
"249","BTNC249","955","passport","1","90","1","90","1","334","1","B1R3C7",,"450","2","A2T3C2","90","2","D1T4C2",,"60","1","B1R2C2","08-Feb-05","08-Feb-05"
"250","BTNC250","1184","passport","1","90","1","90","1","192","1","B1R3C7",,"450","2","A2T3C2","90","2","D1T4C2",,"60","1","B1R2C2","08-Feb-05","08-Feb-05"
"251","BTNC251","1181","passport","1","70","1","70","1","90","1","B1R3C8",,"280","2","A2T3C2","140","2","D1T4C2",,"40","1","B1R2C2","08-Feb-05","08-Feb-05"
"252","BTNC252","72","passport","1","40","1","40","1","204","1","B1R3C8",,"160","2","A2T3C2","80","2","D1T4C3",,"40","1","B1R2C2","08-Feb-05","08-Feb-05"
"253","BTNC253","531","passport","1","30","1","30","1","113","1","B1R3C8",,"120","2","A2T3C2","60","2","D1T4C3",,"30","1","B1R2C2","08-Feb-05","08-Feb-05"
"254","BTNC254","876","passport","1","50","1","50","1","261","1","B1R3C8",,"200","2","A2T3C3","100","2","D1T4C3",,"50","1","B1R2C2","08-Feb-05","08-Feb-05"
"255","BTNO255","903","passport","1","40","1","40","1","74","1","B1R3C8",,"360","2","A2T3C3","80","2","D1T4C3",,"40","1","B1R2C2","08-Feb-05","08-Feb-05"
"256","BTNL256","13","passport","1","90","1","90","1","78","1","B1R3C8",,"540","2","A2T3C3","90","2","D1T4C3",,"90","1","B1R2C2","08-Feb-05","08-Feb-05"
"257","BTNL257","637","passport","1","20","1","20","1","32","1","B1R3C8",,"120","2","A2T3C3","40","2","D1T4C3",,"20","1","B1R2C3","08-Feb-05","08-Feb-05"
"258","BTNC258","154","passport","1","30","1","30","1","139","1","B1R3C8",,"120","2","A2T3C3","60","2","D1T4C3",,"30","1","B1R2C3","08-Feb-05","08-Feb-05"
"259","BTNC259","759","passport","1","100","1","100","1","272","1","B1R3C8",,"600","2","A2T3C3","200","2","D1T4C3",,"90","1","B1R2C3","08-Feb-05","08-Feb-05"
"260","BTNC260","518","passport","1","60","1","60","1","63","1","B1R3C8",,"460","2","A2T3C3","120","2","D1T4C3",,"50","1","B1R2C3","08-Mar-05","08-Mar-05"
"261","BTNL261","898","passport","1","80","1","80","1","139","1","B1R3C8",,"320","2","A2T4C1","180","2","D1T4C3",,"80","1","B1R2C3","08-Mar-05","08-Mar-05"
"262","BTNC262","1004","passport","1","82.5","1","90","1","155","1","B1R3C9",,"360","2","A2T4C1","180","2","D1T4C3",,"30","1","B1R2C3","08-Mar-05","08-Mar-05"
"263","BTNC263","189","passport","1","30","1","30","1","97","1","B1R3C9",,"120","2","A2T4C1","60","2","D1T4C3",,"30","1","B1R2C3","08-Feb-05","08-Feb-05"
"264","BTNC264","804","passport","1","40","1","40","1","134","1","B1R3C9",,"160","2","A2T4C1","80","2","D1T4C3",,"60","1","B1R2C3","08-Mar-05","08-Mar-05"
"265","BTNC265","1259","passport","1","20","1","20","1","61","1","B1R3C9",,"160","2","A2T4C1","40","2","D1T4C3",,"10","1","B1R2C3","08-Mar-05","08-Mar-05"
"266","BTNC266","248","passport","1","60","1","60","1","92","1","B1R3C9",,"240","2","A2T4C1","60","2","D1T4C3",,"30","1","B1R2C3","08-Mar-05","08-Mar-05"
"267","BTNC267","745","passport","1","60","1","60","1","288","1","B1R3C9",,"348","2","A2T4C1","120","2","D1T4C3",,"30","1","B1R2C3","08-Mar-05","08-Mar-05"
"268","BTNL268","29","passport","1","30","1","30","1","84","1","B1R3C9",,"120","2","A2T4C1","60","2","D1T4C3",,"30","1","B1R2C3","08-Mar-05","08-Mar-05"
"269","BTNL269","102","passport","1","40","1","40","1","106","1","B1R3C9",,"160","2","A2T4C1","80","2","D1T4C3",,"40","1","B1R2C3","12-Mar-05","12-Mar-05"
"270","BTNO270","1103","passport","1","50","1","50","1","18","1","B1R3C9",,"200","2","A2T4C2","100","2","D1T4C3",,"50","1","B1R2C3","08-May-05","08-May-05"
"271","BTNO271","545","passport","1","30","1","30","1","12","1","B1R3C9",,"120","2","A2T4C2","60","2","D1T4C3",,"30","1","B1R2C3","08-Mar-05","08-Mar-05"
"272","BTNC272","848","passport","1","90","1","90","1","60","1","B1R3C9",,"341","1","A2T4C2","180","2","D1T4C3",,"79","1","B1R2C3","08-May-05","08-May-05"
"273","BTNC273","1152","passport","1","90","1","90","1","237","1","B1R3C9",,"360","2","A2T4C2","180","2","D1T4C3",,"60","1","B1R2C3","08-May-05","08-May-05"
"274","BTNC274","412","passport","1","70","1","70","1","154","1","B2R1C1",,"280","2","A2T4C2","140","2","D1T4C3",,"60","1","B1R2C3","08-May-05","08-May-05"
"275","BTNL275","1039","passport","1","30","1","30","1","150","1","B2R1C1",,"30","2","A2T4C2","60","2","D1T5C1",,"30","1","B1R2C3","08-May-05","08-May-05"
"276","BTNL276","241","passport","1","50","1","50","1","185","1","B2R1C1",,"160","2","A2T4C2","100","2","D1T5C1",,"50","1","B1R2C3","08-May-05","08-May-05"
"277","BTNO277","1062","passport","1","20","1","20","1","70","1","B2R1C1",,"120","2","A2T4C2","40","2","D1T5C1",,"20","1","B1R2C3","07-Apr-08","07-Apr-08"
"278","BTNC278","819","passport","1","80","1","80","1","262","1","B2R1C1",,"260","2","A2T4C3","80","2","D1T5C1",,"80","1","B1R2C3","08-Aug-05","08-Aug-05"
"279","BTNC279","1225","passport","1","100","1","100","1","146","1","B2R1C1",,"400","2","A2T4C3","200","2","D1T5C1",,"30","1","B1R2C3","08-Aug-05","08-Aug-05"
"280","BTNC280","708","passport","1","70","1","70","1","108","1","B2R1C1",,"280","2","A2T4C3","140","2","D1T5C1",,"40","1","B1R2C3","08-Aug-05","08-Aug-05"
"281","BTNC281","279","passport","1","30","1","30","1","21","1","B2R1C11",,"120","2","A2T4C3","60","2","D1T5C1",,"40","1","B1R2C3","08-Aug-05","08-Aug-05"
"282","BTNC282","247","passport","1","100","1","100","1","100","1","B2R1C1",,"600","2","A2T4C3","100","2","D1T5C1",,"0","1","B1R2C3","08-Aug-05","08-Aug-05"
"283","BTNC283","123","passport","1","80","1","80","1","33","1","B2R1C1",,"320","2","A2T5C1","100","2","D1T5C1",,"20","1","B1R2C3","08-Aug-05","08-Aug-05"
"284","BTNC284","733","passport","1","30","1","30","1","28","1","B2R1C1",,"120","2","A2T5C1","60","2","D1T5C1",,"-10","1","B1R2C4","08-Aug-05","08-Aug-05"
"285","BTNC285","52","passport","1","20","1","20","1","59","1","B2R1C2",,"56","2","A2T5C1","40","2","D1T5C1",,"100","1","B1R2C4","08-Aug-05","08-Aug-05"
"286","BTNC286","923","passport","1","100","1","100","1","251","1","B2R1C2",,"400","2","A2T5C1","200","2","D1T5C1",,"70","1","B1R2C4","08-Aug-05","08-Aug-05"
"287","BTNC287","963","passport","1","30","1","30","1","102","1","B2R1C2",,"221","2","A2T5C1","60","2","D1T5C1",,"50","1","B1R2C4","08-Aug-05","08-Aug-05"
